"2024-07-09T12:05:55","2024-07-09T12:06:06","data/camera_data/Pablo/ADL IR/PDRIRADL29","PDRIRADL29"
"2024-07-09T12:07:51","2024-07-09T12:07:49","data/camera_data/Pablo/ADL IR/PDRIRADL30","PDRIRADL30"
"2024-07-09T12:09:10","2024-07-09T12:09:04","data/camera_data/Pablo/ADL IR/PDRIRADL31","PDRIRADL31"
"2024-07-09T12:09:56","2024-07-09T12:09:51","data/camera_data/Pablo/ADL IR/PDRIRADL32","PDRIRADL32"
"2024-07-09T12:11:03","2024-07-09T12:11:07","data/camera_data/Pablo/ADL IR/PDRIRADL33","PDRIRADL33"
"2024-07-09T12:12:12","2024-07-09T12:12:06","data/camera_data/Pablo/ADL IR/PDRIRADL34","PDRIRADL34"
"2024-07-09T12:17:17","2024-07-09T12:17:09","data/camera_data/Pablo/ADL IR/PDRIRADL35","PDRIRADL35"
"2024-07-09T12:18:06","2024-07-09T12:18:03","data/camera_data/Pablo/ADL IR/PDRIRADL36","PDRIRADL36"
"2024-07-09T12:19:06","2024-07-09T12:18:54","data/camera_data/Pablo/ADL IR/PDRIRADL37","PDRIRADL37"
"2024-07-09T12:20:04","2024-07-09T12:19:58","data/camera_data/Pablo/ADL IR/PDRIRADL38","PDRIRADL38"
"2024-07-09T12:20:59","2024-07-09T12:20:59","data/camera_data/Pablo/ADL IR/PDRIRADL39","PDRIRADL39"
"2024-07-09T12:22:34","2024-07-09T12:22:38","data/camera_data/Pablo/ADL IR/PDRIRADL40","PDRIRADL40"
"2024-07-09T12:23:29","2024-07-09T12:23:26","data/camera_data/Pablo/ADL IR/PDRIRADL41","PDRIRADL41"
"2024-07-09T12:24:18","2024-07-09T12:24:29","data/camera_data/Pablo/ADL IR/PDRIRADL42","PDRIRADL42"
"2024-07-09T12:25:29","2024-07-09T12:25:31","data/camera_data/Pablo/ADL IR/PDRIRADL43","PDRIRADL43"
"2024-07-09T12:29:32","2024-07-09T12:29:26","data/camera_data/Pablo/ADL IR/PDRIRADL44","PDRIRADL44"
"2024-07-09T12:30:15","2024-07-09T12:30:16","data/camera_data/Pablo/ADL IR/PDRIRADL45","PDRIRADL45"
"2024-07-09T12:31:17","2024-07-09T12:31:22","data/camera_data/Pablo/ADL IR/PDRIRADL46","PDRIRADL46"
"2024-07-09T12:32:19","2024-07-09T12:32:15","data/camera_data/Pablo/ADL IR/PDRIRADL47","PDRIRADL47"
"2024-07-09T12:33:02","2024-07-09T12:33:03","data/camera_data/Pablo/ADL IR/PDRIRADL48","PDRIRADL48"
"2024-07-09T12:34:58","2024-07-09T12:35:24","data/camera_data/Pablo/ADL IR/PDRIRADL82","PDRIRADL82"
"2024-07-09T12:36:39","2024-07-09T12:36:21","data/camera_data/Pablo/ADL IR/PDRIRADL83","PDRIRADL83"
"2024-07-09T12:40:06","2024-07-09T12:40:16","data/camera_data/Pablo/ADL IR/PDRIRADL49","PDRIRADL49"
"2024-07-09T12:41:05","2024-07-09T12:41:15","data/camera_data/Pablo/ADL IR/PDRIRADL50","PDRIRADL50"
"2024-07-09T12:42:02","2024-07-09T12:42:08","data/camera_data/Pablo/ADL IR/PDRIRADL51","PDRIRADL51"
"2024-07-09T12:43:40","2024-07-09T12:43:47","data/camera_data/Pablo/ADL IR/PDRIRADL52","PDRIRADL52"
"2024-07-09T12:44:26","2024-07-09T12:44:24","data/camera_data/Pablo/ADL IR/PDRIRADL53","PDRIRADL53"
"2024-07-09T12:45:48","2024-07-09T12:45:44","data/camera_data/Pablo/ADL IR/PDRIRADL54","PDRIRADL54"
"2024-07-09T12:46:37","2024-07-09T12:46:42","data/camera_data/Pablo/ADL IR/PDRIRADL55","PDRIRADL55"
"2024-07-09T12:48:27","2024-07-09T12:48:42","data/camera_data/Pablo/ADL IR/PDRIRADL56","PDRIRADL56"
"2024-07-09T12:51:15","2024-07-09T12:51:14","data/camera_data/Pablo/ADL IR/PDRIRADL57","PDRIRADL57"
"2024-07-09T12:52:17","2024-07-09T12:52:24","data/camera_data/Pablo/ADL IR/PDRIRADL58","PDRIRADL58"
"2024-07-09T12:57:56","2024-07-09T12:58:00","data/camera_data/Pablo/ADL IR/PDRIRADL70","PDRIRADL70"
"2024-07-09T12:59:01","2024-07-09T12:59:01","data/camera_data/Pablo/ADL IR/PDRIRADL71","PDRIRADL71"
"2024-07-10T13:31:24","2024-07-10T13:31:24","data/camera_data/Clive/09_07 CADL Infrared/CADLIR82","CADLIR82"
"2024-07-10T13:33:35","2024-07-10T13:33:37","data/camera_data/Clive/09_07 CADL Infrared/CADLIR83","CADLIR83"
