,path,s,n,a
43954,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7767.0,109,71.25688073394495
43955,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7738.0,108,71.64814814814815
43956,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7831.0,112,69.91964285714286
43957,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7775.0,109,71.3302752293578
43958,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7775.0,109,71.3302752293578
43959,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7798.0,110,70.89090909090909
43960,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7786.0,110,70.78181818181818
43961,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7774.0,107,72.65420560747664
43962,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7777.0,109,71.34862385321101
43963,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7735.0,109,70.96330275229357
43964,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7743.0,109,71.03669724770643
43965,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7802.0,110,70.92727272727272
43966,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7771.0,109,71.29357798165138
43967,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7780.0,108,72.03703703703704
43968,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7779.0,110,70.71818181818182
43969,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7757.0,108,71.82407407407408
43970,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7781.0,109,71.38532110091744
43971,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7755.0,107,72.4766355140187
43972,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7735.0,108,71.62037037037037
43973,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7743.0,109,71.03669724770643
43974,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7766.0,109,71.24770642201835
43975,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7724.0,107,72.18691588785046
43976,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7736.0,107,72.29906542056075
43977,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7789.0,108,72.12037037037037
43978,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7725.0,108,71.52777777777777
43979,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7751.0,108,71.76851851851852
43980,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7744.0,109,71.04587155963303
43981,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7742.0,107,72.35514018691589
43982,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7764.0,109,71.22935779816514
43983,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7760.0,107,72.5233644859813
43984,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7752.0,108,71.77777777777777
43985,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7742.0,108,71.68518518518519
43986,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7772.0,110,70.65454545454546
43987,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7770.0,108,71.94444444444444
43988,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7771.0,108,71.95370370370371
43989,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7760.0,109,71.19266055045871
43990,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7787.0,108,72.10185185185185
43991,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7780.0,109,71.37614678899082
43992,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7774.0,108,71.98148148148148
43993,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7782.0,108,72.05555555555556
43994,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7786.0,109,71.43119266055047
43995,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7743.0,107,72.3644859813084
43996,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7792.0,109,71.4862385321101
43997,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7739.0,107,72.32710280373831
43998,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7747.0,107,72.40186915887851
43999,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7778.0,108,72.01851851851852
44000,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7770.0,109,71.28440366972477
44001,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7755.0,109,71.14678899082568
44002,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7761.0,108,71.86111111111111
44003,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7775.0,108,71.99074074074075
44004,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7769.0,108,71.93518518518519
44005,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7809.0,110,70.99090909090908
44006,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7804.0,109,71.59633027522936
44007,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7741.0,107,72.34579439252336
44008,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7744.0,109,71.04587155963303
44009,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7788.0,108,72.11111111111111
44010,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7804.0,110,70.94545454545455
44011,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7799.0,110,70.9
44012,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7794.0,109,71.5045871559633
44013,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7762.0,107,72.54205607476635
44014,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7786.0,109,71.43119266055047
44015,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7781.0,109,71.38532110091744
44016,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7795.0,109,71.5137614678899
44017,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7791.0,110,70.82727272727273
44018,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7835.0,112,69.95535714285714
44019,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7826.0,111,70.50450450450451
44020,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7795.0,111,70.22522522522523
44021,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7762.0,107,72.54205607476635
44022,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7798.0,110,70.89090909090909
44023,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7774.0,108,71.98148148148148
44024,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7798.0,108,72.20370370370371
44025,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7766.0,109,71.24770642201835
44026,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7809.0,110,70.99090909090908
44027,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7781.0,109,71.38532110091744
44028,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7804.0,110,70.94545454545455
44029,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7767.0,108,71.91666666666667
44030,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7785.0,109,71.42201834862385
44031,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7767.0,109,71.25688073394495
44032,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7780.0,109,71.37614678899082
44033,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7773.0,109,71.31192660550458
44034,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7774.0,109,71.3211009174312
44035,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7772.0,109,71.30275229357798
44036,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7775.0,111,70.04504504504504
44037,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7724.0,106,72.86792452830188
44038,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7750.0,108,71.75925925925925
44039,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7748.0,108,71.74074074074075
44040,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7735.0,108,71.62037037037037
44041,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7751.0,108,71.76851851851852
44042,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7730.0,108,71.57407407407408
44043,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7738.0,107,72.3177570093458
44044,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7739.0,108,71.6574074074074
44045,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7725.0,108,71.52777777777777
44046,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7732.0,108,71.5925925925926
44047,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7744.0,108,71.70370370370371
44048,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7748.0,109,71.08256880733946
44049,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7756.0,108,71.81481481481481
44050,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7760.0,108,71.85185185185185
44051,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7773.0,109,71.31192660550458
44052,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7775.0,109,71.3302752293578
44053,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7752.0,108,71.77777777777777
44054,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7785.0,109,71.42201834862385
44055,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7767.0,107,72.58878504672897
44056,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7755.0,109,71.14678899082568
44057,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7763.0,108,71.87962962962963
44058,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7784.0,108,72.07407407407408
44059,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7808.0,111,70.34234234234235
44060,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7765.0,108,71.89814814814815
44061,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7778.0,108,72.01851851851852
44062,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7776.0,108,72.0
44063,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7787.0,108,72.10185185185185
44064,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7805.0,109,71.60550458715596
44065,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7788.0,108,72.11111111111111
44066,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7765.0,109,71.23853211009174
44067,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7769.0,109,71.27522935779817
44068,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7805.0,110,70.95454545454545
44069,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7782.0,107,72.72897196261682
44070,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7777.0,109,71.34862385321101
44071,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7782.0,109,71.39449541284404
44072,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7773.0,109,71.31192660550458
44073,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7774.0,108,71.98148148148148
44074,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7761.0,108,71.86111111111111
44075,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7774.0,109,71.3211009174312
44076,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7744.0,107,72.37383177570094
44077,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7763.0,109,71.22018348623853
44078,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7741.0,108,71.67592592592592
44079,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7810.0,109,71.65137614678899
44080,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7782.0,108,72.05555555555556
44081,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7795.0,109,71.5137614678899
44082,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7755.0,108,71.80555555555556
44083,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7769.0,107,72.60747663551402
44084,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7772.0,108,71.96296296296296
44085,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7780.0,109,71.37614678899082
44086,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7781.0,108,72.04629629629629
44087,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7785.0,109,71.42201834862385
44088,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7770.0,108,71.94444444444444
44089,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7790.0,108,72.12962962962963
44090,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7790.0,109,71.46788990825688
44091,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7772.0,108,71.96296296296296
44092,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7760.0,108,71.85185185185185
44093,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7802.0,109,71.57798165137615
44094,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7776.0,109,71.33944954128441
44095,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7790.0,110,70.81818181818181
44096,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7780.0,108,72.03703703703704
44097,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7785.0,109,71.42201834862385
44098,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7751.0,108,71.76851851851852
44099,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7748.0,107,72.41121495327103
44100,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7783.0,108,72.06481481481481
44101,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7742.0,108,71.68518518518519
44102,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7759.0,107,72.51401869158879
44103,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7774.0,109,71.3211009174312
44104,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7754.0,109,71.13761467889908
44105,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7770.0,109,71.28440366972477
44106,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7744.0,107,72.37383177570094
44107,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7749.0,109,71.09174311926606
44108,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7778.0,109,71.35779816513761
44109,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7769.0,109,71.27522935779817
44110,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7775.0,109,71.3302752293578
44111,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7714.0,106,72.77358490566037
44112,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7771.0,108,71.95370370370371
44113,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7714.0,105,73.46666666666667
44114,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7745.0,107,72.38317757009345
44115,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7745.0,107,72.38317757009345
44116,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7740.0,109,71.0091743119266
44117,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7741.0,109,71.01834862385321
44118,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7759.0,109,71.18348623853211
44119,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7716.0,107,72.11214953271028
44120,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7739.0,108,71.6574074074074
44121,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7729.0,108,71.56481481481481
44122,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7714.0,109,70.77064220183486
44123,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7687.0,107,71.8411214953271
44124,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7712.0,108,71.4074074074074
44125,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7701.0,107,71.97196261682242
44126,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7681.0,108,71.12037037037037
44127,data/mat_data/Pablo\Falls PM\PDRPMF15\15p.csv,7682.0,107,71.79439252336448
44999,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9000.0,124,72.58064516129032
45002,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8910.0,123,72.4390243902439
45003,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8907.0,122,73.00819672131148
45004,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8887.0,122,72.84426229508196
45005,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8904.0,122,72.98360655737704
45006,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8899.0,122,72.94262295081967
45007,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8856.0,120,73.8
45008,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8901.0,122,72.95901639344262
45009,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8885.0,122,72.82786885245902
45011,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8898.0,123,72.34146341463415
45013,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8972.0,124,72.35483870967742
45017,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8971.0,123,72.9349593495935
45018,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8995.0,124,72.54032258064517
45019,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9001.0,124,72.58870967741936
45021,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9012.0,124,72.6774193548387
45022,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8987.0,123,73.0650406504065
45023,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9014.0,123,73.28455284552845
45025,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8976.0,123,72.97560975609755
45026,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8990.0,124,72.5
45030,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8997.0,124,72.55645161290323
45033,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8990.0,123,73.08943089430895
45035,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8992.0,124,72.51612903225806
45037,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8995.0,124,72.54032258064517
45038,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9014.0,124,72.69354838709677
45040,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,8997.0,124,72.55645161290323
45041,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9017.0,124,72.71774193548387
45043,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9014.0,124,72.69354838709677
45046,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9026.0,124,72.79032258064517
45048,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9034.0,124,72.85483870967742
45050,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9027.0,124,72.79838709677419
45051,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9020.0,124,72.74193548387096
45054,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9051.0,124,72.99193548387096
45055,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9041.0,124,72.91129032258064
45058,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9074.0,125,72.592
45059,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9064.0,125,72.512
45068,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9038.0,124,72.88709677419355
45069,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9032.0,124,72.83870967741936
45079,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9064.0,124,73.09677419354838
45081,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9072.0,125,72.576
45086,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9087.0,125,72.696
45110,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9082.0,125,72.656
45111,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9105.0,125,72.84
45116,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9120.0,125,72.96
45118,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9099.0,124,73.37903225806451
45132,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9095.0,124,73.34677419354838
45142,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9145.0,125,73.16
45143,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9136.0,125,73.088
45153,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9079.0,122,74.41803278688525
45154,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9092.0,124,73.3225806451613
45160,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9089.0,123,73.89430894308943
45161,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9113.0,124,73.49193548387096
45167,data/mat_data/Pablo\Falls PM\PDRPMF18\18p.csv,9102.0,125,72.816
45823,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8659.0,121,71.56198347107438
45829,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8660.0,121,71.5702479338843
45831,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8653.0,121,71.51239669421487
45839,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8661.0,121,71.57851239669421
45842,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8665.0,121,71.61157024793388
45846,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8643.0,120,72.025
45850,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8633.0,120,71.94166666666666
45853,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8627.0,119,72.49579831932773
45855,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8657.0,121,71.54545454545455
45864,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8662.0,121,71.58677685950413
45869,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8630.0,120,71.91666666666667
45870,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8662.0,121,71.58677685950413
45871,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8661.0,121,71.57851239669421
45874,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8653.0,121,71.51239669421487
45883,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8611.0,120,71.75833333333334
45888,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8618.0,120,71.81666666666666
45889,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8600.0,120,71.66666666666667
45903,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8595.0,120,71.625
45904,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8612.0,120,71.76666666666667
45906,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8589.0,120,71.575
45914,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8626.0,120,71.88333333333334
45918,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8616.0,120,71.8
45931,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8630.0,120,71.91666666666667
45934,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8622.0,120,71.85
45969,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8604.0,120,71.7
45970,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8669.0,121,71.64462809917356
45972,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8606.0,120,71.71666666666667
45973,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8613.0,120,71.775
45979,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8618.0,119,72.4201680672269
46004,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8655.0,121,71.52892561983471
46013,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8652.0,120,72.1
46014,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8610.0,119,72.3529411764706
46052,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8594.0,120,71.61666666666666
46088,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8525.0,119,71.63865546218487
46093,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8552.0,120,71.26666666666667
46095,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8555.0,120,71.29166666666667
46100,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8588.0,120,71.56666666666666
46101,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8564.0,120,71.36666666666666
46111,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8482.0,119,71.27731092436974
46120,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8492.0,119,71.36134453781513
46130,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8569.0,120,71.40833333333333
46133,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8560.0,120,71.33333333333333
46141,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8397.0,118,71.16101694915254
46144,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8365.0,118,70.88983050847457
46145,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8296.0,117,70.90598290598291
46147,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8275.0,117,70.72649572649573
46152,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8324.0,117,71.14529914529915
46153,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8284.0,116,71.41379310344827
46154,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8314.0,116,71.67241379310344
46158,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8279.0,116,71.37068965517241
46159,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8325.0,117,71.15384615384616
46160,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8331.0,116,71.81896551724138
46161,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8359.0,118,70.83898305084746
46162,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8332.0,116,71.82758620689656
46166,data/mat_data/Pablo\Falls PM\PDRPMF21\21p.csv,8411.0,118,71.27966101694915
